"tutor","country","availability","tutor_category","school_level","school_year","school_type","course_name"
"484584908","nl","true","2","Havo","5","Middelbare school","Wiskunde D"
"484584908","nl","true","2","Havo","4","Middelbare school","Wiskunde D"
"484584908","nl","true","2","Vwo","4","Middelbare school","Wiskunde D"
"484584908","nl","true","2","Vwo","6","Middelbare school","Wiskunde D"
"484584908","nl","true","2","Vwo","5","Middelbare school","Wiskunde D"
"485674352","nl","true","2","Havo","5","Middelbare school","Biologie"
"485674352","nl","true","2","Havo","2","Middelbare school","Biologie"
"485674352","nl","true","2","Vwo","3","Middelbare school","Biologie"
"485674352","nl","true","2","Havo","4","Middelbare school","Biologie"
"485674352","nl","true","2","Vwo","4","Middelbare school","Biologie"
"485674352","nl","true","2","Vwo","2","Middelbare school","Biologie"
"485674352","nl","true","2","Havo","1","Middelbare school","Biologie"
"485674352","nl","true","2","Groep 1 t/m 8",,"Basisschool","Biologie"
"485674352","nl","true","2","Havo","3","Middelbare school","Biologie"
"485674352","nl","true","2","Vwo","5","Middelbare school","Biologie"
"485674352","nl","true","2","Vwo","1","Middelbare school","Biologie"
"485674352","nl","true","2","Vwo","6","Middelbare school","Biologie"
"485674352","nl","true","2","Havo","3","Middelbare school","Engels"
"485674352","nl","true","2","Havo","1","Middelbare school","Engels"
"485674352","nl","true","2","Vwo","6","Middelbare school","Engels"
"485674352","nl","true","2","Havo","5","Middelbare school","Engels"
"485674352","nl","true","2","Havo","2","Middelbare school","Engels"
"485674352","nl","true","2","Vwo","5","Middelbare school","Engels"
"485674352","nl","true","2","Havo","4","Middelbare school","Engels"
"485674352","nl","true","2","Vwo","1","Middelbare school","Engels"
"485674352","nl","true","2","Vwo","4","Middelbare school","Engels"
"485674352","nl","true","2","Vwo","3","Middelbare school","Engels"
"485674352","nl","true","2","Vwo","2","Middelbare school","Engels"
"485674352","nl","true","2","Vwo","3","Middelbare school","Latijn"
"485674352","nl","true","2","Vwo","2","Middelbare school","Latijn"
"485674352","nl","true","2","Vwo","1","Middelbare school","Latijn"
"485674352","nl","true","2","Vwo","4","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Havo","3","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Havo","2","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Havo","4","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Havo","5","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Havo","1","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Vwo","6","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Vwo","5","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Vwo","3","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Vwo","2","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Vwo","1","Middelbare school","Natuurkunde"
"485674352","nl","true","2","Groep 1 t/m 8",,"Basisschool","Rekenen"
"485674352","nl","true","2","Havo","1","Middelbare school","Scheikunde"
"485674352","nl","true","2","Vwo","1","Middelbare school","Scheikunde"
"485674352","nl","true","2","Vwo","2","Middelbare school","Scheikunde"
"485674352","nl","true","2","Vwo","5","Middelbare school","Scheikunde"
"485674352","nl","true","2","Havo","4","Middelbare school","Scheikunde"
"485674352","nl","true","2","Havo","5","Middelbare school","Scheikunde"
"485674352","nl","true","2","Havo","3","Middelbare school","Scheikunde"
"485674352","nl","true","2","Havo","2","Middelbare school","Scheikunde"
"485674352","nl","true","2","Vwo","6","Middelbare school","Scheikunde"
"485674352","nl","true","2","Vwo","3","Middelbare school","Scheikunde"
"485674352","nl","true","2","Vwo","4","Middelbare school","Scheikunde"
"485674352","nl","true","2","Havo","1","Middelbare school","Wiskunde onderbouw"
"485674352","nl","true","2","Vwo","2","Middelbare school","Wiskunde onderbouw"
"485674352","nl","true","2","Havo","2","Middelbare school","Wiskunde onderbouw"
"485674352","nl","true","2","Havo","3","Middelbare school","Wiskunde onderbouw"
"485674352","nl","true","2","Vwo","1","Middelbare school","Wiskunde onderbouw"
"485674352","nl","true","2","Vwo","3","Middelbare school","Wiskunde onderbouw"
"485730258","nl","true","2","Havo","3","Middelbare school","Biologie"
"485730258","nl","true","2","Vwo","3","Middelbare school","Biologie"
"485730258","nl","true","2","Vmbo","2","Middelbare school","Biologie"
"485730258","nl","true","2","Vwo","4","Middelbare school","Biologie"
"485730258","nl","true","2","Havo","1","Middelbare school","Biologie"
"485730258","nl","true","2","Havo","5","Middelbare school","Biologie"
"485730258","nl","true","2","Vwo","6","Middelbare school","Biologie"
"485730258","nl","true","2","Vmbo","3","Middelbare school","Biologie"
